,article_id,prod_name,product_type_name,product_group_name,graphical_appearance_name,colour_group_name,garment_group_name,detail_desc,material,seasonality,occasion
239,777285001,Bubble boot,Boots,Shoes,Solid,Black,Shoes,"Ankle boots in imitation leather with a zip in one side, adjustable straps with metal buckles at the front, and loop at the back. Fabric linings and insoles. Heel 2.5 cm.",imitation leather,all year,casual
240,589789002,Ruffle tanga,Swimwear bottom,Swimwear,Solid,Black,Swimwear,Fully lined bikini bottoms with a low waist and gathered frills at the top.,unknown,summer,beach
241,630809002,Speed Fika earring,Earring,Accessories,Solid,Black,Accessories,Long earrings in metal and plastic with fabric tassels. Length 16 cm.,metal and plastic,all year,party
242,892930001,Flirty Clust earring,Earring,Accessories,Solid,Light Purple,Accessories,A pair of earrings in metal decorated with petal-shaped plastic beads.,metal and plastic,all year,unknown
243,694131002,Pria tee,T-shirt,Garment Upper body,Front print,Dark Blue,Jersey Fancy,T-shirt in soft cotton jersey with a print motif.,cotton,all year,casual
244,793704004,GREY Scale Tee,T-shirt,Garment Upper body,Solid,Greenish Khaki,Jersey Fancy,"Long, round-necked T-shirt in slub cotton jersey in a relaxed fit with a wider neckline with raw roll edges. Open chest pocket, sleeves with sewn-in turn-ups, and a rounded hem at the front. Longer at the back.",cotton,all year,casual
245,519847023,Jupiter v-neck,Sweater,Garment Upper body,Solid,Dark Red,Knitwear,"Jumper in a soft knit containing some wool with a V-neck, low dropped shoulders and roll edges at the cuffs and hem. Longer at the back.",wool,fall/winter,casual
246,900054001,ASPEN HEADBAND,Hat/beanie,Accessories,Solid,Grey,Accessories,Headband in a soft rib knit with an appliqué on the front. Width 9 cm.,rib knit,fall/winter,casual
247,622846001,Classic Alba wallet,Wallet,Accessories,Solid,Black,Accessories,"Imitation leather wallet with six card slots, a zip at the top and a decorative tassel. Size 2x8x10.5 cm.",imitation leather,all year,casual
248,903046002,Bracelet Ross,Bracelet,Accessories,Other pattern,Black,Accessories,"Bracelets in various styles with glass, plastic and wooden beads.","glass, plastic and wooden beads",all year,unknown
249,566779007,Holly smock trouser,Trousers,Garment Lower body,All over pattern,Light Pink,Trousers,"Trousers in a soft, patterned viscose weave with a smocked waist, side pockets and elasticated hems.",viscose,unknown,casual
250,717196001,popon shorts,Shorts,Garment Lower body,Solid,Light Pink,Shorts,"Shorts in a cotton weave with an elasticated drawstring waist, side pockets and a welt back pocket.",cotton,spring/fall,casual
251,637073001,Star,Dress,Garment Full body,Lace,Dark Blue,Jersey Fancy,"Short, V-neck lace dress with an opening and button at the back of the neck and 3/4-length sleeves. Gathers in the side seams for best fit over the tummy. Jersey lining.",lace,all year,party
252,237347017,Theron (1),Hoodie,Garment Upper body,Melange,Light Turquoise,Jersey Basic,"Jacket in sweatshirt fabric with a lined drawstring hood, zip down the front, side pockets and ribbing at the cuffs and hem.",sweatshirt fabric,all year,casual
253,755247002,Katy Slip dress DTP (W),Night gown,Nightwear,Lace,Dark Pink,"Under-, Nightwear","Short satin nightslip with a V-neck, lace at the top and narrow, adjustable shoulder straps.",satin,all year,nightwear
254,596803001,CSP Pisces sweater,Sweater,Garment Upper body,Solid,Black,Special Offers,Straight-cut top in sweatshirt fabric with long balloon sleeves in tulle with ribbed cuffs. Soft brushed inside.,sweatshirt fabric,fall/winter,casual
255,777070003,Cinderella,Sweater,Garment Upper body,Melange,Greyish Beige,Knitwear,"Jumper in a soft, boxy knit with a ribbed turtle neck, dropped shoulders, long sleeves and ribbing at the cuffs and hem. The polyester content of the jumper is recycled.",polyester,fall/winter,casual
256,523404010,Howie Shorts,Shorts,Garment Lower body,Solid,Grey,Jersey Fancy,"Short sports shorts in fast-drying, breathable mesh with an elasticated waist and side pockets. Unlined.",mesh,summer,sports
257,539844007,Borg WL sneaker,Sneakers,Shoes,Solid,Light Grey,Shoes,,unknown,all year,casual
258,590375001,Ori floral tee,T-shirt,Garment Upper body,All over pattern,Black,Unknown,T-shirt in patterned cotton jersey with embroidery on the chest.,cotton jersey,all year,casual
259,541518015,Rae Push (Melbourne) 2p,Bra,Underwear,Solid,Dark Red,"Under-, Nightwear","Lace push-up bras with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes.",lace,unknown,unknown
260,681667005,Romeo Hood,Sweater,Garment Upper body,Front print,Light Yellow,Unknown,Top in hard-washed sweatshirt fabric with a text print and a lined drawstring hood with a wrapover front. Kangaroo pocket and ribbing at the cuffs and hem. Brushed inside.,sweatshirt fabric,fall/winter,casual
261,663323002,Watch paul plastic,Watch,Accessories,Solid,Other Green,Accessories,"Plastic watch with an adjustable strap and metal buckle. Width of strap approx. 2 cm, total length 24 cm. Diameter of watch 3 cm.",plastic,unknown,unknown
262,656213003,Emma Body,Underwear body,Underwear,Lace,Black,"Under-, Nightwear","Body in lace and mesh with a deep V-neck at the front, narrow adjustable shoulder straps that cross at the back, a lined gusset and string back.",lace and mesh,all year,unknown
263,753421002,SB Lazy Parka,Jacket,Garment Upper body,Solid,Greenish Khaki,Outdoor,"Lightly padded parka in a sturdy weave with a stand-up collar and detachable, pile-lined hood with a decorative drawstring. Zip and wind flap with press-studs down the front and a chin guard at the top. Chest pocket, two flap front pockets with press-studs, and inner ribbing at the cuffs. Quilted lining.",sturdy weave,fall/winter,casual
264,573408002,Flirt FF,Sweater,Garment Upper body,Melange,Grey,Knitwear,Wide jumper in a sturdy rib knit with a turtle neck and wide raglan sleeves.,unknown,unknown,unknown
265,835166001,Flirty skogs necklace,Necklace,Accessories,Solid,Light Orange,Accessories,One thin metal chain necklace with a round pendant and one necklace decorated with semi-precious stones and plastic beads. Adjustable length 54–61 cm and 42–50 cm.,metal,all year,unknown
266,792527004,Hannah semifancy ballerina SG,Ballerinas,Shoes,All over pattern,Dark Blue,Shoes,"Glittery ballet pumps with a decorative bow at the front, elastic strap over the foot and grosgrain trim around the top. Satin insoles.",satin,all year,party
267,878220001,KIDS-Zakir Pull-on Trouser,Trousers,Garment Lower body,Solid,Grey,Unknown,"KIDS EXCLUSIVE. Pull-on trousers in an airy organic cotton weave with an elasticated, drawstring waist and tapered legs with large leg pockets.",organic cotton,all year,unknown
268,686137002,SB Lucas Jacket,Jacket,Garment Upper body,All over pattern,Black,Outdoor,"Windbreaker in woven fabric with a detachable hood, stand-up collar and zip down the front with a chin guard. Welt side pockets and elastication at the cuffs and hem. Lined.",woven fabric,unknown,unknown
269,741615010,Hannah fancy ballerina SG,Ballerinas,Shoes,Solid,Beige,Shoes,Ballet pumps with a loop at the back. Satin linings and insoles and fluted soles with a small heel.,satin,all year,unknown
270,623282001,MOLKO Treggings,Trousers,Garment Lower body,Solid,Light Pink,Trousers,Treggings in stretch twill with an elasticated waist and fake front pockets.,stretch twill,spring/fall,casual
271,816307001,PQ FILOU SKIRT LEATHER,Skirt,Garment Lower body,Solid,Black,Unknown,"Calf-length skirt in leather with visible seams, a high waist with a visible zip at the back, and a raw-edge hem. Lined.",leather,all year,unknown
272,588202001,coctail skirt_,Skirt,Garment Lower body,Solid,Black,Dresses Ladies,Skirt in soft rib knit with an elasticated waist and flare to the hem.,soft rib knit,all year,casual
273,726226001,Felix occasion dress,Dress,Garment Full body,Lace,Light Pink,Dresses Ladies,"Short, off-the-shoulder dress in a cotton weave with broderie anglaise. Wide, elasticated flounce at the top that continues over the arms, a concealed zip in one side and a flare to the hem. Jersey lining.",cotton,summer,party
274,764536002,Linn Slim HW Sidetape,Trousers,Garment Lower body,Application/3D,Dark Grey,Trousers,"Ankle-length jeans in washed, stretch twill with a high waist, zip fly and button, back pockets and skinny legs with stripes down the sides.",stretch twill,unknown,unknown
275,574051002,TAL boxy sweater,Sweater,Garment Upper body,Jacquard,Black,Knitwear,"Soft, jacquard-knit jumper in a wide, slightly boxy style with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem.",jacquard,fall/winter,casual
276,398559008,Molly T-shirt,T-shirt,Garment Upper body,Placement print,Light Grey,Jersey Fancy,"Jersey top with a motif on the front, short sleeves and gathers in the sides for optimum fit.",jersey,all year,casual
277,684890003,Cherry velvet dress J,Dress,Garment Full body,Solid,Dark Red,Dresses Ladies,Short velvet dress with a V-neck and sewn-in wrapover at the front with a concealed press-stud. 3/4-length sleeves and an elasticated seam at the waist. Unlined.,velvet,fall/winter,party
278,825060002,Kevin WD BB,Other shoe,Shoes,Solid,Yellowish Brown,Shoes,"Brogues with a decorative welt seam around the soles, lacing at the front and a loop at the back. Canvas linings and insoles and patterned soles.",canvas,all year,casual
279,622744002,GALAXY seamless tights,Leggings/Tights,Garment Lower body,Other structure,Dark Blue,Jersey Fancy,Sports tights in fast-drying functional fabric with wide elastication at the waist and jacquard-patterned details. Seamless.,functional fabric,all year,sports
280,638842004,Knuten Trousers,Trousers,Garment Lower body,All over pattern,Yellow,Trousers,"High-waisted trousers in woven fabric with a slight sheen. Hook-and-eye fastening, zip fly, side pockets and straight, wide legs.",woven fabric with a slight sheen,unknown,unknown
281,756684004,Helen Headband,Hair/alice band,Accessories,Solid,Dark Green,Accessories,"Double-layered headband in a soft, chunky knit with a knot detail at the front.",knit,unknown,unknown
282,509017003,Nora nursing dress,Dress,Garment Full body,Melange,Dark Blue,Jersey Fancy,"Long-sleeved nursing dress in a soft, fine knit with a brushed finish. Wide neckline and double-layered top at the front for easier nursing access, and an elasticated seam and drawstring at the waist.",fine knit,fall/winter,casual
283,779864003,charmed shorts,Shorts,Garment Lower body,Solid,Yellow,Jersey Fancy,"Shorts in glossy, pleated jersey with wide, covered elastication at the waist and short, wide legs with laser-cut edges at the hems.",jersey,unknown,casual
284,660757001,SPD YALE hood,Hoodie,Garment Upper body,Melange,Dark Blue,Jersey Fancy,"Block-coloured top in printed sweatshirt fabric with a hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.",sweatshirt fabric,fall/winter,casual
285,495560002,FS Connery tuxedo shirt,Shirt,Garment Upper body,Solid,White,Shirts,Dress shirt in a cotton weave with a cutaway collar and bib French front with pin-tucks. Long sleeves with adjustable buttoning at the cuffs and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette.,cotton,all year,dress
286,789049001,Solitude cardigan,Cardigan,Garment Upper body,Solid,Black,Knitwear,"Wide cardigan knitted in a soft alpaca blend with dropped shoulders, long sleeves and front pockets. Wide ribbing at the cuffs and hem. No buttons.",alpaca blend,fall/winter,casual
287,642882004,Momo 2-Pack Leggings,Leggings/Tights,Garment Lower body,All over pattern,Green,Jersey Fancy,Leggings in soft cotton jersey with an elasticated waist.,cotton,all year,unknown
288,903516001,PETAR SWEATSHIRT 2PK,Sweater,Garment Upper body,Solid,Dark Green,Jersey Basic,"Tops in soft sweatshirt fabric. Slightly looser fit with dropped shoulders and ribbing around the neckline, cuffs and hem. Soft brushed inside.",sweatshirt fabric,fall/winter,casual
289,482263002,Cobra twill constructed,Shorts,Garment Lower body,Solid,Green,Shorts,"5-pocket low-rise shorts in twill with hard-worn details, a button fly and skinny legs with seams across the front.",twill,summer,casual
290,799661001,Beanie Christmas Fairisle,Hat/beanie,Accessories,Jacquard,Red,Accessories,"Hat in a soft jacquard knit with a pompom on top and a detachable, faux fur false beard at the bottom.",jacquard knit,unknown,unknown
291,561570002,Dessie,Dress,Garment Full body,Solid,Red,Jersey Basic,"Fitted dress in sturdy jersey with a V-neck, double-layered top and long sleeves.",jersey,all year,unknown
292,695632003,Gyda-,Blouse,Garment Upper body,Solid,Light Blue,Blouses,"Blouse in a soft weave with a narrow collar, concealed buttons down the front, long sleeves with buttoned cuffs and a rounded hem.",soft weave,unknown,unknown
293,768931001,Lee longsleeve,Top,Garment Upper body,Solid,White,Jersey Basic,Long-sleeved top in soft cotton jersey with a round neckline.,cotton,all year,casual
294,620242002,Jones trousers,Trousers,Garment Lower body,Solid,Black,Trousers,"Wide trousers in a soft Tencel™ lyocell blend with no waistband and pleats at the top. Zip fly, side pockets and wide, gently tapered legs.",Tencel™ lyocell blend,unknown,unknown
295,699988001,ED Carl padded parka,Jacket,Garment Upper body,Solid,Black,Outdoor,"Padded parka in woven fabric with a sheen. Hood with a faux fur lining and adjustable tab with a metal fastener at the back, zip and wind flap with concealed press-studs down the front, and a concealed drawstring at the waist. Diagonal handwarmer pockets, flap side pockets with a press-stud, inner ribbing at the cuffs, and an elasticated drawstring at the hem. Slightly longer at the back. Lined.",woven fabric,fall/winter,casual
296,746823006,HIROKO cardigan,Cardigan,Garment Upper body,Jacquard,Dark Blue,Knitwear,"Cardigan in a soft knit with gently dropped shoulders, long sleeves, patch front pockets, and narrow ribbing at the cuffs and hem. No buttons.",knit,unknown,casual
297,646809001,Monica dress CC,Dress,Garment Full body,Other structure,Dark Blue,Jersey Fancy,Gently flared dress in a soft jacquard knit with ribbing around the neckline and cap sleeves.,jacquard knit,all year,unknown
298,823180001,MC Judy top,T-shirt,Garment Upper body,Lace,Black,Jersey Fancy,"Sleeveless top in airy, softly draping jersey with a lace-trimmed V-neck.",jersey,unknown,unknown
299,525583002,FT Drew shorts,Shorts,Garment Lower body,All over pattern,Light Pink,Trousers,"Shorts in patterned satin with an elasticated, frill-trimmed, drawstring waist, side pockets and a low crotch.",satin,summer,casual
300,488697029,Nohar Sneaker,Sneakers,Shoes,Mesh,White,Shoes,Slip-on trainers with elastic gores in the sides and a loop at the back. Imitation cork insoles and textured rubber soles.,mesh,all year,casual
301,866387011,Waverly hoodie,Hoodie,Garment Upper body,Solid,Orange,Jersey Basic,"Oversized hoodie in soft sweatshirt fabric with a double-layered, wrapover, drawstring hood and kangaroo pocket. Dropped shoulders, long sleeves, ribbing at the cuffs and hem, and slits in the sides. Soft brushed inside.",sweatshirt fabric,all year,casual
302,682437004,Speed Struk Stud,Earring,Accessories,Solid,Gold,Accessories,Round earrings in embossed metal. Length approx. 3.5 cm.,metal,unknown,unknown
303,469137011,Juan lace strap top,Top,Garment Upper body,Solid,Light Beige,Jersey Fancy,"Top in softly draping, ribbed jersey with a sheen. Narrow shoulder straps, a V-neck at the front and a lace trim at the top.",jersey,all year,casual
304,908380001,Brad tulle top,Top,Garment Upper body,Solid,Light Yellow,Jersey Fancy,"Fitted, smocked top in tulle with a small, raw-edge frill trim at the top, wide shoulder straps with a bow on each shoulder and a raw-edge flounce at the hem.",tulle,summer,party
305,567977002,H-string mini jersey basic,Hair string,Accessories,Solid,Other Green,Accessories,Hair elastics without metal clips.,unknown,unknown,unknown
306,759394002,MELROSE BLOUSE,Blouse,Garment Upper body,Solid,Pink,Blouses,"Blouse in a crêpe weave with a sweetheart neckline, gathers at the front and elastication and a frill trim over the shoulders. Long, slightly wider sleeves with elastication at the cuffs, and a flared peplum. Lined at the front.",crêpe,all year,party
307,701496001,Harry Tee,T-shirt,Garment Upper body,Solid,Dark Blue,Jersey Fancy,T-shirt in cotton jersey with a ribbed neckline and gently dropped shoulders.,cotton,all year,casual
308,695748002,CLAN L/S WWF,T-shirt,Garment Upper body,Front print,White,Jersey Fancy,H&M SUPPORTS WWF. Long-sleeved top in soft organic cotton jersey with a print motif on the front.,organic cotton jersey,all year,casual
309,719629028,BRAD FANCY,Swimwear bottom,Swimwear,All over pattern,Greenish Khaki,Swimwear,"Swim shorts in woven fabric with an elasticated drawstring waist, side pockets and short legs with slits in the sides. Soft mesh inner shorts.",woven fabric,summer,swimming
310,399223025,Jeggings H.W,Trousers,Garment Lower body,Denim,Dark Blue,Trousers Denim,"Jeggings in washed, superstretch denim with a high waist, fake front pockets, real back pockets and skinny legs.",denim,all year,casual
311,832479003,Jackey top,Top,Garment Upper body,Solid,Light Beige,Jersey Fancy,"Sleeveless top in crocheted cotton with a V-neck, narrow, scallop-edged shoulder straps and decorative buttons down the front. Unlined.",cotton,summer,casual
312,745232002,Skirt Mini Stretch Edie,Skirt,Garment Lower body,Denim,White,Trousers Denim,"Short 5-pocket skirt in washed, stretch denim with a zip fly and raw-edge hem.",denim,spring/fall,casual
313,895506001,AVRIL DRESS,Dress,Garment Full body,All over pattern,Black,Dresses Ladies,"Short, sleeveless dress in a patterned weave with frill-trimmed, elasticated shoulder straps and a wrapover front with flounces at the top. Elasticated seam at the waist and a flounced trim at the hem. Unlined.",weave,unknown,unknown
314,763559001,Bastia tencel dress,Dress,Garment Full body,Solid,Light Blue,Dresses Ladies,Sleeveless dress in a Tencel™ lyocell weave with a V-neck and rounded hem. Unlined.,Tencel lyocell,all year,casual
315,774836001,Esther Skirt,Skirt,Garment Lower body,All over pattern,Light Pink,Trousers,"Calf-length skirt in a patterned weave with a high, frill-trimmed waist, sewn-in tie belt and buttons down the front. Unlined.",unknown,unknown,unknown
316,803347001,Shelly short dress,Dress,Garment Full body,Solid,White,Knitwear,Short dress in a fine rib knit with a square neckline and wide shoulder straps that cross at the back. Unlined.,rib knit,all year,casual
317,749656002,&DENIM jen bermuda shorts,Shorts,Garment Lower body,Denim,Black,Trousers Denim,"5-pocket shorts in washed, stretch denim with a regular waist, zip fly and button, and sewn-in turn-ups at the hems. The cotton content of the shorts is partly recycled.",denim,all year,casual
318,803315003,Ronni top,Vest top,Garment Upper body,Solid,Dark Yellow,Knitwear,"Fitted, sleeveless, polo-neck top in a ribbed knit with a slight sheen.",ribbed knit,unknown,unknown
319,698437001,Tyson cargo trousers,Trousers,Garment Lower body,Solid,Black,Trousers,"Cargo trousers in stretch twill made from a cotton blend with an elasticated drawstring waist and fake fly. Side pockets, flap leg pockets with a hook and loop fastening and a fake flap pocket at the back. Tapered legs with shaping seams at the knees and covered elastic at the hems.",cotton blend,all year,casual
320,492245002,REBOUNDER moulded triangle,Bikini top,Swimwear,All over pattern,Light Beige,Swimwear,"Lined triangle bikini top with moulded, lightly padded cups and ties at the neck and back.",unknown,summer,unknown
321,481111011,Trinity Push Mirny^,Bra,Underwear,Solid,Light Pink,"Under-, Nightwear","Push-up bra in microfibre and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes.",microfibre and mesh,unknown,unknown
322,574682001,Dance with me dress,Dress,Garment Full body,Sequin,Dark Green,Dresses Ladies,"Short dress in sequined mesh with a concealed zip at the back, shoulder pads and long sleeves with a concealed zip at the cuffs. Jersey lining.",mesh,unknown,party
323,756870002,Skirt A-line Bella,Skirt,Garment Lower body,Denim,Dark Blue,Trousers Denim,A-line skirt in slightly stretchy denim with side pockets and metal buttons down the front.,denim,all year,casual
324,676990002,Cane corso long crewneck,Sweater,Garment Upper body,Stripe,Dark Red,Knitwear,"Long jumper in a soft knit in a relaxed fit with dropped shoulders and ribbing around the neckline, cuffs and hem.",knit,unknown,casual
325,468480031,Vintage H.W Shorts,Shorts,Garment Lower body,Denim,Black,Trousers Denim,"5-pocket, high-waisted shorts in washed denim with hard-worn details.",denim,all year,casual
326,801905001,Tom Chino Shorts (TVP),Shorts,Garment Lower body,Solid,Dark Blue,Shorts,"Knee-length shorts in washed cotton twill with an adjustable, elasticated waist, zip fly and button, diagonal side pockets and a fake welt back pocket.",cotton twill,all year,casual
327,604189004,Libro,Blazer,Garment Upper body,Solid,Light Grey,Dressed,"Single-breasted jacket in woven fabric with notch lapels, welt front pockets with a flap and a slit at the cuffs. Lined.",woven fabric,all year,unknown
328,696821001,Avon Tunic,Blouse,Garment Upper body,All over pattern,Dark Orange,Blouses,"Long-sleeved tunic in an airy weave with a round neckline, buttons down the front and a gathered yoke at the back. Detachable tie belt at the waist and buttoned cuffs.",airy weave,unknown,unknown
329,684206001,Classic Metal PU Phone Case,Other accessories,Accessories,Solid,Light Orange,Accessories,Hard smartphone case in grained imitation leather and plastic. Fits iPhone 6/6S/7/8.,plastic,unknown,unknown
330,570002097,R-NECK SS SLIM FIT,T-shirt,Garment Upper body,Solid,Beige,Jersey Basic,Round-necked T-shirt in soft jersey.,jersey,all year,unknown
331,736983004,Coco dress,Dress,Garment Full body,Solid,Dark Green,Dresses Ladies,"Maxi dress in woven fabric with a V-neck, sewn-in wrapover at the front and seam under the bust. Narrow, adjustable shoulder straps and a concealed zip at the back. Unlined.",woven fabric,unknown,unknown
332,725661001,Ruffle Padded Swimsuite,Swimsuit,Swimwear,Solid,Dark Pink,Swimwear,"Fully lined, off-the-shoulder swimsuit with padded cups, removable inserts and elasticated, gathered frills at the top. The polyester content of the swimsuit is recycled.",recycled polyester,summer,beach/pool party
333,926921002,Utility Jersey Joggers,Trousers,Garment Lower body,Solid,Dark Beige,Trousers,"Ankle-length joggers in sweatshirt fabric made from a cotton blend. High waist with covered elastication and a drawstring, discreet side pockets, flap leg pockets with a concealed press-stud, and gently tapered legs with covered elastication at the hems. Brushed inside.",cotton blend,unknown,casual
334,756808001,NEWBORN Tobbe s/s set,Garment Set,Garment Full body,Stripe,Dark Beige,Jersey Fancy,"Set with a short-sleeved bodysuit and pair of shorts in organic cotton. Jersey bodysuit with a button placket, sewn-in turn-ups on the sleeves and press-studs at the crotch. Shorts in lightweight sweatshirt fabric with wide, foldover ribbing at the waist, decorative buttons at the front and sewn-in turn-ups at the hems.",organic cotton,all year,casual
335,740498011,APOLLO HW seamless tights,Leggings/Tights,Garment Lower body,Solid,Light Orange,Jersey Fancy,"Sports tights in fast-drying functional fabric with jacquard-patterned details. High waist with wide, elasticated ribbing. The tights are designed with the minimum number of seams for a more comfortable fit and increased mobility.",functional fabric,all year,sports
336,888045003,Skinny fit lined,Trousers,Garment Lower body,Mixed solid/pattern,Greenish Khaki,Trousers,"Fully lined, slim-fit, pull-on jeans in stretch twill with an adjustable, elasticated waist and fake fly with a press-stud. Fake front pockets, real back pockets and narrow hems.",twill,all year,casual
337,631231003,W Skye jumpsuit EQ,Jumpsuit/Playsuit,Garment Full body,All over pattern,Black,Unknown,"Jumpsuit in woven fabric with a round neck, short cap sleeves and a seam with a drawstring at the waist. Side pockets, a concealed zip and hook-and-eye fastener at the back and straight, wide legs.",woven fabric,unknown,unknown
338,607912001,Storia,Blazer,Garment Upper body,Check,Black,Dressed,"Fitted jacket in woven fabric with notch lapels, and concealed double-breasted fastening at the front. Jetted front pockets and a flare to the hem. Lined.",woven fabric,unknown,unknown
339,825109002,New Tapered Premiumprice,Trousers,Garment Lower body,Denim,Dark Grey,Trousers Denim,"5-pocket jeans in washed, stretch denim with a regular waist, zip fly and button, and tapered legs. The jeans are made partly from recycled cotton.",denim,all year,casual
340,702445004,Heartless trousers,Trousers,Garment Lower body,Jacquard,Light Green,Trousers,"Trousers in a viscose weave with jacquard-weave stripes. Regular waist and an extended waistband with a hook-and-eye fastening, zip fly and straight, wide legs.",viscose,fall/winter,casual
341,872962005,HAPPY TEE TP,T-shirt,Garment Upper body,Placement print,Light Orange,Jersey Fancy,"Classic T-shirt in soft, printed jersey.",jersey,all year,casual
342,736672001,Embrace Shorts,Shorts,Garment Lower body,Denim,Other,Trousers Denim,"Short 5-pocket shorts in washed denim with worn details and a smart stretch function so that the shorts embrace the body for a comfortable and flattering fit. High waist, zip fly and skinny legs.",denim,all year,casual
343,651456011,2- PACK,T-shirt,Garment Upper body,Solid,Greenish Khaki,Jersey Basic,Short-sleeved tops in organic cotton jersey with a round neckline.,organic cotton jersey,all year,casual
344,742177018,TP Princeton LOGG shirt,Shirt,Garment Upper body,Solid,Red,Shirts,"Shirt in a cotton weave with a collar, buttons down the front and a contrasting colour on the inside of the collar stand and cuffs. Long sleeves with buttoned cuffs, and a rounded hem.",cotton,all year,casual
345,869839004,ESSENTIAL AGNES LS TVP,Top,Garment Upper body,Solid,White,Jersey Fancy,Fitted top in soft cotton jersey with a round neckline and long sleeves.,cotton,all year,casual
346,788219002,Plum Jumper,Sweater,Garment Upper body,Melange,Light Pink,Jersey Fancy,"Jumper in a soft, fine knit with a round neck, an opening with a button at the back of the neck and long puff sleeves with wide ribbing at the cuffs.",fine knit,unknown,casual
347,737616004,CE Moonstone dress,Dress,Garment Full body,All over pattern,Light Red,Special Offers,"CONSCIOUS EXCLUSIVE. Dress in an airy, patterned weave made from recycled polyester with a round neckline and a loose, wrapover yoke at the back. Opening at the back and a concealed zip in one side. Short sleeves with gathers, and gathers in the sides for a draped effect. Straighter fit to a seam at the hips and wide fit below. Asymmetric hem with pleats. Recycled polyester lining.",recycled polyester,unknown,unknown
348,578386001,PREMIUM Mr Louis,Other shoe,Shoes,Solid,Beige,Shoes,Baby Exclusive. Suede loafers with a seam at the front and loop at the back. Cotton canvas linings and insoles and fluted rubber soles.,suede,all year,unknown
349,695341001,Preston carshoe,Flat shoes,Shoes,Solid,Dark Blue,Shoes,"Loafers with a decorative tab and moccasin seam at the front. Cotton canvas linings and insoles, and patterned soles. Height of soles 1 cm.",cotton canvas,all year,casual
350,790821001,Kikki shiny leggings,Leggings/Tights,Garment Lower body,Metallic,Dark Grey,Jersey Basic,"Ankle-length, low-rise leggings in glossy jersey with an elasticated waist.",glossy jersey,unknown,unknown
351,753206006,DRAKE sweatpants TP,Trousers,Garment Lower body,Colour blocking,Greenish Khaki,Jersey Fancy,"Joggers in sturdy sweatshirt fabric made from a cotton blend with an elasticated drawstring waist, zipped side pockets and a fake back pocket. Tapered legs with ribbed hems. Soft brushed inside.",cotton blend,all year,casual
352,626410002,CLIO Tee,T-shirt,Garment Upper body,Solid,Greenish Khaki,Jersey Fancy,Soft jersey top in a relaxed fit with short sleeves.,jersey,all year,casual
353,449099024,HAL SHORTS.,Shorts,Garment Lower body,Solid,Black,Jersey Fancy,Knee-length sports shorts in fast-drying functional fabric with elastication and a concealed drawstring at the waist and a key pocket in the waistband. Unlined. Regular fit.,fast-drying functional fabric,all year,sports
354,710402003,Lorry v-neck jumper,Sweater,Garment Upper body,Melange,Light Grey,Knitwear,"Oversized jumper in a wool knit with a V-neck front and back, low dropped shoulders and long, wide sleeves. Straight, ribbed hem with slits in the sides and ribbed cuffs. Longer at the back.",wool,fall/winter,casual
355,781638006,Hanker Peacoat,Coat,Garment Upper body,Melange,Greyish Beige,Outdoor,"Double-breasted pea coat in woven fabric with wide notch lapels and a buttonhole. Side pockets, two inner pockets, an adjustable tab and button at the cuffs, and a single back vent. Recycled polyester lining.",woven fabric,fall/winter,unknown
356,861541001,Emilia Top,T-shirt,Garment Upper body,All over pattern,Light Pink,Jersey Fancy,"Top in soft jersey made from a cotton and modal blend. Deep V-neck at the back with lacing that ties at the back of the neck, short puff sleeves with narrow elastication, and a seam at the hem with a flared peplum.",cotton and modal blend,all year,casual
357,767304002,VALTER s/l set,Garment Set,Garment Full body,Stripe,White,Jersey Fancy,"Set with a short-sleeved bodysuit and pair of shorts with straps in an organic cotton blend. Bodysuit in soft jersey with buttons at the top, press-studs at the crotch and sewn-in turn-ups on the sleeves. Shorts in an airy textured weave with patch front pockets, sewn-in turn-ups at the hems and straps that cross at the back and button at the front.",organic cotton blend,spring/fall,casual
358,733352002,SOPHIA 2-p seamless boxer,Underwear bottom,Underwear,Solid,Grey,"Under-, Nightwear",Boxer briefs in soft microfibre with an elasticated waist. The boxers are designed with a minimal number of seams for a more comfortable fit.,microfibre,all year,casual
359,838053001,Roxanne Blouse,Blouse,Garment Upper body,Check,Off White,Blouses,"Blouse in airy, patterned satin with a boat neck and long sleeves with covered buttons at the cuffs.",satin,all year,casual or formal
360,280256006,Mirage Push,Bra,Underwear,Solid,White,"Under-, Nightwear","Push-up bra with underwired, moulded, padded cups for a larger bust and fuller cleavage, narrow adjustable shoulder straps and a narrow fastener at the back with two pairs of hooks and eyes.",unknown,unknown,party
361,721008002,Pio bikini bottom,Swimwear bottom,Swimwear,All over pattern,Light Yellow,Jersey Fancy,Fully lined bikini bottoms with a low waist and narrow ties at the sides.,unknown,summer,swimming
362,887681004,Calypso 2p wide side thong,Underwear bottom,Underwear,Solid,Light Purple,"Under-, Nightwear",Thong briefs in lace and microfibre with a low waist and lined gusset.,lace and microfibre,unknown,unknown
